Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2013-10-15,15,October,2013,35,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2015-10-15,15,October,2015,35,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2013-10-19,19,October,2013,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2015-10-19,19,October,2015,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
2013-08-05,5,August,2013,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2015-08-05,5,August,2015,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
2014-07-26,26,July,2014,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2016-07-26,26,July,2016,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2014-04-15,15,April,2014,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
2016-04-15,15,April,2016,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2013-12-09,9,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2015-12-09,9,December,2015,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2014-06-29,29,June,2014,44,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2016-06-29,29,June,2016,44,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2013-09-04,4,September,2013,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2015-09-04,4,September,2015,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2014-06-03,3,June,2014,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
2016-06-03,3,June,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
2014-03-22,22,March,2014,41,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2016-03-22,22,March,2016,41,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
2014-05-29,29,May,2014,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2016-05-29,29,May,2016,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2014-03-09,9,March,2014,46,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2016-03-09,9,March,2016,46,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2014-01-24,24,January,2014,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2016-01-24,24,January,2016,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2014-02-14,14,February,2014,49,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2016-02-14,14,February,2016,49,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2014-06-05,5,June,2014,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
2016-06-05,5,June,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2014-06-26,26,June,2014,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
2016-06-26,26,June,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
2014-04-12,12,April,2014,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2016-04-12,12,April,2016,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,295,177,472
2014-04-27,27,April,2014,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
2016-04-27,27,April,2016,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,400,354,754
2013-12-29,29,December,2013,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,357,295,652
2015-12-29,29,December,2015,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,286,236,522
2014-06-18,18,June,2014,56,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2016-06-18,18,June,2016,56,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2013-12-13,13,December,2013,58,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
2015-12-13,13,December,2015,58,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
2014-01-13,13,January,2014,46,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
2016-01-13,13,January,2016,46,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
2014-01-23,23,January,2014,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2016-01-23,23,January,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2014-06-22,22,June,2014,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2016-06-22,22,June,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2013-08-24,24,August,2013,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2015-08-24,24,August,2015,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2014-03-21,21,March,2014,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
2016-03-21,21,March,2016,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2014-03-14,14,March,2014,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
2016-03-14,14,March,2016,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
2014-04-14,14,April,2014,26,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,466,354,820
2016-04-14,14,April,2016,26,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,622,472,1094
2013-11-21,21,November,2013,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
2015-11-21,21,November,2015,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
2014-04-23,23,April,2014,35,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2016-04-23,23,April,2016,35,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
2013-10-19,19,October,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2015-10-19,19,October,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
2014-05-25,25,May,2014,84,Seniors (64+),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2016-05-25,25,May,2016,84,Seniors (64+),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2013-08-04,4,August,2013,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2015-08-04,4,August,2015,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2014-04-24,24,April,2014,36,Adults (35-64),F,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,178,118,296
2016-04-24,24,April,2016,36,Adults (35-64),F,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,89,59,148
2014-02-15,15,February,2014,44,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2016-02-15,15,February,2016,44,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2013-10-05,5,October,2013,23,Youth (<25),M,Australia,Tasmania,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,628,531,1159
2015-10-05,5,October,2015,23,Youth (<25),M,Australia,Tasmania,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,768,649,1417
2013-09-08,8,September,2013,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
2015-09-08,8,September,2015,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
2013-11-18,18,November,2013,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
2015-11-18,18,November,2015,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
2013-11-12,12,November,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2015-11-12,12,November,2015,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2014-06-25,25,June,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2016-06-25,25,June,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2013-11-28,28,November,2013,49,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
2015-11-28,28,November,2015,49,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2013-08-01,1,August,2013,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,159,118,277
2015-08-01,1,August,2015,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
2013-08-03,3,August,2013,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2015-08-03,3,August,2015,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2013-08-16,16,August,2013,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
2015-08-16,16,August,2015,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
2014-07-23,23,July,2014,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2016-07-23,23,July,2016,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
2014-01-06,6,January,2014,34,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
2016-01-06,6,January,2016,34,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
2013-12-02,2,December,2013,34,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,533,354,887
2015-12-02,2,December,2015,34,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,444,295,739
2013-10-03,3,October,2013,22,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2015-10-03,3,October,2015,22,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
2013-11-13,13,November,2013,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,655,413,1068
2015-11-13,13,November,2015,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2013-11-18,18,November,2013,35,Adults (35-64),M,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
2015-11-18,18,November,2015,35,Adults (35-64),M,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
2014-04-19,19,April,2014,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2016-04-19,19,April,2016,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2014-04-03,3,April,2014,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2016-04-03,3,April,2016,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2013-12-31,31,December,2013,24,Youth (<25),M,France,Hauts de Seine,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,889,590,1479
2015-12-31,31,December,2015,24,Youth (<25),M,France,Hauts de Seine,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,622,413,1035
2014-02-04,4,February,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2016-02-04,4,February,2016,39,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2013-08-18,18,August,2013,26,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
2015-08-18,18,August,2015,26,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2014-06-15,15,June,2014,61,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2016-06-15,15,June,2016,61,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
2013-09-15,15,September,2013,24,Youth (<25),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
2015-09-15,15,September,2015,24,Youth (<25),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
2014-05-04,4,May,2014,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,394,236,630
2016-05-04,4,May,2016,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,295,177,472
2013-08-01,1,August,2013,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,428,354,782
2015-08-01,1,August,2015,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,500,413,913
2013-11-10,10,November,2013,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
2015-11-10,10,November,2015,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
2013-12-24,24,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
2015-12-24,24,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
2014-05-14,14,May,2014,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
2016-05-14,14,May,2016,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
2014-03-13,13,March,2014,51,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,400,354,754
2016-03-13,13,March,2016,51,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,533,472,1005
2013-12-20,20,December,2013,35,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2015-12-20,20,December,2015,35,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
2013-07-20,20,July,2013,34,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2015-07-20,20,July,2015,34,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2013-10-13,13,October,2013,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
2015-10-13,13,October,2015,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
2013-09-13,13,September,2013,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
2015-09-13,13,September,2015,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2014-05-29,29,May,2014,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
2016-05-29,29,May,2016,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
2014-02-09,9,February,2014,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2016-02-09,9,February,2016,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2014-05-14,14,May,2014,20,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
2016-05-14,14,May,2016,20,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
2013-08-10,10,August,2013,21,Youth (<25),F,France,Yveline,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,433,413,846
2015-08-10,10,August,2015,21,Youth (<25),F,France,Yveline,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,309,295,604
2014-05-21,21,May,2014,23,Youth (<25),M,France,Seine et Marne,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,428,354,782
2016-05-21,21,May,2016,23,Youth (<25),M,France,Seine et Marne,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2014-03-09,9,March,2014,59,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2016-03-09,9,March,2016,59,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
2014-05-27,27,May,2014,50,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
2016-05-27,27,May,2016,50,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
2013-11-03,3,November,2013,40,Adults (35-64),M,France,Val de Marne,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
2015-11-03,3,November,2015,40,Adults (35-64),M,France,Val de Marne,Accessories,Bike Stands,All-Purpose Bike Stand,12,59,159,799,708,1507
2014-01-25,25,January,2014,43,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
2016-01-25,25,January,2016,43,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
2014-04-23,23,April,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
2016-04-23,23,April,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
2014-02-27,27,February,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2016-02-27,27,February,2016,56,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
2013-11-19,19,November,2013,21,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2015-11-19,19,November,2015,21,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2014-02-13,13,February,2014,39,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
2016-02-13,13,February,2016,39,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
2013-10-30,30,October,2013,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2015-10-30,30,October,2015,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2013-12-28,28,December,2013,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
2015-12-28,28,December,2015,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
2014-04-15,15,April,2014,30,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
2016-04-15,15,April,2016,30,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,413,295,708
2013-07-01,1,July,2013,37,Adults (35-64),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2015-07-01,1,July,2015,37,Adults (35-64),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2014-04-04,4,April,2014,21,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,571,472,1043
2016-04-04,4,April,2016,21,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
2014-05-26,26,May,2014,22,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2016-05-26,26,May,2016,22,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,873,649,1522
2014-01-30,30,January,2014,50,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,233,177,410
2016-01-30,30,January,2016,50,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,78,59,137
2014-03-15,15,March,2014,50,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2016-03-15,15,March,2016,50,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
2014-05-01,1,May,2014,47,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
2016-05-01,1,May,2016,47,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2013-12-07,7,December,2013,46,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2015-12-07,7,December,2015,46,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2013-10-23,23,October,2013,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
2015-10-23,23,October,2015,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
2013-10-26,26,October,2013,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2015-10-26,26,October,2015,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2013-07-24,24,July,2013,44,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
2015-07-24,24,July,2015,44,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
2014-01-30,30,January,2014,50,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2016-01-30,30,January,2016,50,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2014-04-20,20,April,2014,24,Youth (<25),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2016-04-20,20,April,2016,24,Youth (<25),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
2013-10-10,10,October,2013,48,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,357,295,652
